,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean
546,EFO:0005719 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K79me2,encode,single,False,0.7337878942489624
547,EFO:0005719 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K9ac,encode,single,False,0.8060652017593384
548,EFO:0005719 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0005719,Karpas-422,cell_line,adult,H3K9me3,encode,single,False,0.787443220615387
549,EFO:0005722 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K27ac,encode,paired,False,0.6896005868911743
550,EFO:0005722 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K36me3,encode,paired,False,0.7707294821739197
551,EFO:0005722 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K4me1,encode,paired,False,0.7450762987136841
552,EFO:0005722 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005722,SJCRH30,cell_line,child,H3K4me3,encode,paired,False,0.6206855177879333
553,EFO:0005723 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H2AFZ,encode,single,False,0.7952460050582886
554,EFO:0005723 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3F3A,encode,single,False,0.793757975101471
555,EFO:0005723 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K27ac,encode,single,False,0.8255560398101807
556,EFO:0005723 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K27me3,encode,single,False,0.8721643686294556
557,EFO:0005723 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K36me3,encode,single,False,0.8269196152687073
558,EFO:0005723 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me1,encode,single,False,0.8184978365898132
559,EFO:0005723 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me2,encode,single,False,1.1433426141738892
560,EFO:0005723 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K4me3,encode,single,False,0.7785521745681763
561,EFO:0005723 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K79me2,encode,single,False,0.9011765122413635
562,EFO:0005723 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005723,GM23248,cell_line,adult,H3K9ac,encode,single,False,0.7587307095527649
563,EFO:0005724 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H2AFZ,encode,single,False,0.7800906300544739
564,EFO:0005724 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3F3A,encode,single,False,0.8031467199325562
565,EFO:0005724 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K27ac,encode,single,False,0.782006561756134
566,EFO:0005724 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K27me3,encode,single,False,0.8092890977859497
567,EFO:0005724 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me1,encode,single,False,0.7677534222602844
568,EFO:0005724 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me2,encode,single,False,0.7975562214851379
569,EFO:0005724 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K4me3,encode,single,False,0.7837072014808655
570,EFO:0005724 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K79me2,encode,single,False,0.7689640522003174
571,EFO:0005724 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005724,MM.1S,cell_line,adult,H3K9ac,encode,single,False,0.7776012420654297
572,EFO:0005725 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K27me3,encode,paired,False,0.7768091559410095
573,EFO:0005725 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K36me3,encode,paired,False,0.7647978663444519
574,EFO:0005725 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K4me1,encode,paired,False,0.7459593415260315
575,EFO:0005725 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005725,BE2C,cell_line,child,H3K4me3,encode,single,False,1.0527292490005493
576,EFO:0005726 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005726,LNCaP clone FGC,cell_line,adult,H3K4me3,encode,single,False,1.5429073572158813
577,EFO:0005904 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K27me3,encode,single,False,1.2266736030578613
578,EFO:0005904 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K36me3,encode,single,False,1.207909345626831
579,EFO:0005904 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005904,H7,cell_line,embryonic,H3K4me3,encode,single,False,2.94527268409729
580,EFO:0005907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K27ac,encode,single,False,1.0297112464904785
581,EFO:0005907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K36me3,encode,single,False,0.8471945524215698
582,EFO:0005907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me1,encode,single,False,0.9663975834846497
583,EFO:0005907 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me2,encode,single,False,0.7491858601570129
584,EFO:0005907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K4me3,encode,single,False,0.9543201923370361
585,EFO:0005907 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K79me2,encode,single,False,0.8348632454872131
586,EFO:0005907 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005907,OCI-LY1,cell_line,adult,H3K9ac,encode,single,False,0.7003461718559265
587,EFO:0006270 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K27ac,encode,single,False,1.9686357975006104
588,EFO:0006270 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K27me3,encode,single,False,1.8396755456924438
589,EFO:0006270 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K4me3,encode,single,False,1.9831632375717163
590,EFO:0006270 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0006270,AG04450,cell_line,embryonic,H3K9me3,encode,single,False,1.4357243776321411
591,EFO:0006283 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K27ac,encode,single,False,1.3327282667160034
592,EFO:0006283 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K36me3,encode,single,False,1.4527289867401123
593,EFO:0006283 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006283,KOPT-K1,cell_line,unknown,H3K4me1,encode,single,False,1.3107812404632568
594,EFO:0006365 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006365,C4-2B,cell_line,adult,H3K27ac,encode,paired,False,0.754474401473999
595,EFO:0006710 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H2AFZ,encode,single,False,0.8652040362358093
596,EFO:0006710 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K27ac,encode,single,False,0.7575159668922424
597,EFO:0006710 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K27me3,encode,single,False,0.8024139404296875
598,EFO:0006710 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K36me3,encode,single,False,0.7774218320846558
599,EFO:0006710 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me1,encode,single,False,0.726151704788208
600,EFO:0006710 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me2,encode,single,False,0.8114163279533386
601,EFO:0006710 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K4me3,encode,single,False,0.7242121696472168
602,EFO:0006710 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K79me2,encode,single,False,0.7425189018249512
603,EFO:0006710 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H3K9ac,encode,single,False,0.8127356767654419
604,EFO:0006710 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0006710,OCI-LY3,cell_line,adult,H4K20me1,encode,single,False,0.7914016246795654
605,EFO:0006711 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H2AFZ,encode,single,False,0.8166161775588989
606,EFO:0006711 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K27ac,encode,single,False,1.0634981393814087
607,EFO:0006711 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K36me3,encode,single,False,0.8508294224739075
608,EFO:0006711 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me1,encode,single,False,1.1747151613235474
609,EFO:0006711 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me2,encode,single,False,0.8813180923461914
610,EFO:0006711 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K4me3,encode,single,False,1.0456187725067139
611,EFO:0006711 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0006711,OCI-LY7,cell_line,adult,H3K79me2,encode,single,False,0.8088855147361755
612,EFO:0007070 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H2AFZ,encode,single,False,1.1752159595489502
613,EFO:0007070 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K27ac,encode,single,False,0.9650293588638306
614,EFO:0007070 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K27me3,encode,single,False,0.8814367055892944
615,EFO:0007070 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K36me3,encode,single,False,0.7858275175094604
616,EFO:0007070 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K4me1,encode,single,False,1.075564980506897
617,EFO:0007070 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K4me3,encode,single,False,0.7788870334625244
618,EFO:0007070 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007070,ACC112,cell_line,adult,H3K79me2,encode,single,False,1.3678133487701416
619,EFO:0007074 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H2AFZ,encode,single,False,0.9895577430725098
620,EFO:0007074 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K27ac,encode,single,False,0.7825018763542175
621,EFO:0007074 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K36me3,encode,single,False,1.0529050827026367
622,EFO:0007074 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me1,encode,single,False,1.0538052320480347
623,EFO:0007074 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me2,encode,single,False,1.6599756479263306
624,EFO:0007074 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K4me3,encode,single,False,0.7011074423789978
625,EFO:0007074 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K79me2,encode,single,False,1.3025755882263184
626,EFO:0007074 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H3K9ac,encode,single,False,0.9783159494400024
627,EFO:0007074 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0007074,DND-41,cell_line,child,H4K20me1,encode,single,False,0.9341121912002563
628,EFO:0007076 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K36me3,encode,single,False,1.2987866401672363
629,EFO:0007076 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K4me1,encode,single,False,0.9938431978225708
630,EFO:0007076 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007076,ES-I3,cell_line,embryonic,H3K9ac,encode,single,False,1.3369234800338745
631,EFO:0007083 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K27ac,encode,single,False,1.690273404121399
632,EFO:0007083 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K27me3,encode,single,False,0.9886635541915894
633,EFO:0007083 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K36me3,encode,single,False,0.9601725339889526
634,EFO:0007083 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K4me1,encode,single,False,0.9300087094306946
635,EFO:0007083 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K4me3,encode,single,False,1.015495777130127
636,EFO:0007083 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K9ac,encode,single,False,0.8901925086975098
637,EFO:0007083 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007083,HUES48,cell_line,embryonic,H3K9me3,encode,single,False,1.0969005823135376
638,EFO:0007086 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K27ac,encode,single,False,0.8609235286712646
639,EFO:0007086 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K27me3,encode,single,False,0.9851930141448975
640,EFO:0007086 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K36me3,encode,single,False,1.0129314661026
641,EFO:0007086 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K4me1,encode,single,False,0.9332792162895203
642,EFO:0007086 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K4me3,encode,single,False,1.0370745658874512
643,EFO:0007086 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K9ac,encode,single,False,1.2630641460418701
644,EFO:0007086 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007086,HUES6,cell_line,embryonic,H3K9me3,encode,single,False,1.1540638208389282
645,EFO:0007089 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K27ac,encode,single,False,0.8550357818603516
646,EFO:0007089 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K27me3,encode,single,False,1.0195966958999634
647,EFO:0007089 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K36me3,encode,single,False,1.0098785161972046
648,EFO:0007089 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K4me1,encode,single,False,0.9001332521438599
649,EFO:0007089 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K4me3,encode,single,False,1.1050348281860352
650,EFO:0007089 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K9ac,encode,single,False,0.8477354645729065
651,EFO:0007089 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007089,HUES64,cell_line,embryonic,H3K9me3,encode,single,False,1.1592868566513062
652,EFO:0007096 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K36me3,encode,single,False,0.9917740225791931
653,EFO:0007096 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K4me1,encode,single,False,1.209425449371338
654,EFO:0007096 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K4me3,encode,single,False,1.4535536766052246
655,EFO:0007096 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007096,iPS DF 19.11,cell_line,newborn,H3K9me3,encode,single,False,1.1676043272018433
656,EFO:0007098 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007098,iPS DF 6.9,cell_line,newborn,H3K27me3,encode,single,False,0.8807129859924316
657,EFO:0007098 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007098,iPS DF 6.9,cell_line,newborn,H3K4me3,encode,single,False,0.8723101019859314
658,EFO:0007099 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007099,iPS-11a,cell_line,adult,H3K4me3,encode,single,False,1.8062061071395874
659,EFO:0007102 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K27me3,encode,single,False,1.2672089338302612
660,EFO:0007102 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K36me3,encode,single,False,1.6455957889556885
661,EFO:0007102 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K4me1,encode,single,False,1.1997390985488892
662,EFO:0007102 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K4me3,encode,single,False,1.4930837154388428
663,EFO:0007102 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007102,iPS-15b,cell_line,adult,H3K9ac,encode,single,False,1.2961440086364746
664,EFO:0007105 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K27me3,encode,single,False,0.9958552122116089
665,EFO:0007105 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K36me3,encode,single,False,0.8784027099609375
666,EFO:0007105 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K4me1,encode,single,False,0.9265301823616028
667,EFO:0007105 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K4me3,encode,single,False,1.1476532220840454
668,EFO:0007105 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K9ac,encode,single,False,0.9910545945167542
669,EFO:0007105 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007105,iPS-18a,cell_line,adult,H3K9me3,encode,single,False,1.1282650232315063
670,EFO:0007107 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007107,iPS-18c,cell_line,adult,H3K4me3,encode,single,False,1.324804663658142
671,EFO:0007107 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007107,iPS-18c,cell_line,adult,H3K9me3,encode,single,False,4.074578285217285
672,EFO:0007108 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K27ac,encode,single,False,0.982379138469696
673,EFO:0007108 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K27me3,encode,single,False,0.9250741600990295
674,EFO:0007108 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K36me3,encode,single,False,0.9049729704856873
675,EFO:0007108 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K4me1,encode,single,False,0.8496806621551514
676,EFO:0007108 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K4me3,encode,single,False,0.8902922868728638
677,EFO:0007108 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K9ac,encode,single,False,0.8390867114067078
678,EFO:0007108 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007108,iPS-20b,cell_line,adult,H3K9me3,encode,single,False,1.1647130250930786
679,EFO:0007112 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H2AFZ,encode,single,False,0.8742896318435669
680,EFO:0007112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K36me3,encode,single,False,0.9616490006446838
681,EFO:0007112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me1,encode,single,False,0.9160391688346863
682,EFO:0007112 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me2,encode,single,False,0.8706828951835632
683,EFO:0007112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K4me3,encode,single,False,0.8072449564933777
684,EFO:0007112 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K79me2,encode,single,False,0.9605991840362549
685,EFO:0007112 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007112,Loucy,cell_line,adult,H3K9ac,encode,single,False,0.8224473595619202
686,EFO:0007116 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K27me3,encode,single,False,0.9684178829193115
687,EFO:0007116 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K36me3,encode,single,False,0.9719266891479492
688,EFO:0007116 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K4me1,encode,single,False,0.9426586031913757
689,EFO:0007116 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K4me3,encode,single,False,0.9728504419326782
690,EFO:0007116 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007116,UCSF-4,cell_line,embryonic,H3K9me3,encode,single,False,1.1920392513275146
691,EFO:0007598 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K27ac,encode,paired,False,0.777906596660614
692,EFO:0007598 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K36me3,encode,paired,False,0.7863885164260864
693,EFO:0007598 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K4me1,encode,paired,False,0.7626118659973145
694,EFO:0007598 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007598,HAP-1,cell_line,adult,H3K4me3,encode,paired,False,0.7728875279426575
695,EFO:0007610 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,adult,H3K27ac,encode,paired,False,0.758574903011322
696,EFO:0007610 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,unknown,H3K36me3,encode,paired,False,0.7755931615829468
697,EFO:0007610 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007610,RWPE2,cell_line,unknown,H3K4me3,encode,paired,False,0.6467007398605347
698,EFO:0007752 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007752,VCaP,cell_line,adult,H3K27ac,encode,paired,False,0.8279675841331482
699,EFO:0007950 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H2AFZ,encode,paired,False,0.7917439341545105
700,EFO:0007950 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K27ac,encode,paired,False,0.7947958111763
701,EFO:0007950 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K27me3,encode,single,False,0.8958479762077332
702,EFO:0007950 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K36me3,encode,paired,False,0.8456178903579712
703,EFO:0007950 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me1,encode,paired,False,0.8153598308563232
704,EFO:0007950 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me2,encode,single,False,0.8118318319320679
705,EFO:0007950 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K4me3,encode,single,False,0.8339612483978271
706,EFO:0007950 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H3K79me2,encode,paired,False,0.8553295731544495
707,EFO:0007950 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0007950,GM23338,cell_line,adult,H4K20me1,encode,paired,False,0.8245225548744202
