,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean
867,UBERON:0001383 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K27ac,encode,single,False,1.4244413375854492
868,UBERON:0001383 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K27me3,encode,single,False,1.6756627559661865
869,UBERON:0001383 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K36me3,encode,single,False,1.3110146522521973
870,UBERON:0001383 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K4me1,encode,single,False,1.5736838579177856
871,UBERON:0001383 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K4me3,encode,single,False,1.1692146062850952
872,UBERON:0001383 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K9me3,encode,single,False,0.9339243769645691
873,UBERON:0001496 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K27ac,encode,single,False,0.941458523273468
874,UBERON:0001496 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K36me3,encode,single,False,0.7998642921447754
875,UBERON:0001496 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K4me1,encode,single,False,0.7923071384429932
876,UBERON:0001496 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K4me3,encode,single,False,1.0133315324783325
877,UBERON:0001496 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K9me3,encode,single,False,0.8675394654273987
878,UBERON:0001515 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K27ac,encode,single,False,0.7655042409896851
879,UBERON:0001515 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K36me3,encode,single,False,0.8727486729621887
880,UBERON:0001515 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K4me1,encode,single,False,0.766152560710907
881,UBERON:0001515 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K4me3,encode,single,False,0.7468891739845276
882,UBERON:0001621 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,adult,H3K27ac,encode,single,False,1.356512188911438
883,UBERON:0001621 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,adult,H3K4me3,encode,single,False,0.8368509411811829
884,UBERON:0001774 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K27ac,encode,single,False,1.3104538917541504
885,UBERON:0001774 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K27me3,encode,single,False,1.8899438381195068
886,UBERON:0001774 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K36me3,encode,single,False,1.3060396909713745
887,UBERON:0001774 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K4me1,encode,single,False,2.113858461380005
888,UBERON:0001774 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K4me3,encode,single,False,1.0175188779830933
889,UBERON:0001774 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K9me3,encode,single,False,1.3337962627410889
890,UBERON:0001871 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K27ac,encode,single,False,0.9006586670875549
891,UBERON:0001871 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K36me3,encode,single,False,0.8488104343414307
892,UBERON:0001871 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K4me1,encode,single,False,0.8646435141563416
893,UBERON:0001871 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K4me3,encode,single,False,0.8694230914115906
894,UBERON:0001871 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K9ac,encode,single,False,1.1393189430236816
895,UBERON:0001873 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K27ac,encode,single,False,0.9687084555625916
896,UBERON:0001873 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K36me3,encode,single,False,0.8227593898773193
897,UBERON:0001873 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K4me1,encode,single,False,0.8329311609268188
898,UBERON:0001873 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K4me3,encode,single,False,0.8766636848449707
899,UBERON:0001873 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K9ac,encode,single,False,1.1741129159927368
900,UBERON:0001987 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K27ac,encode,single,False,0.7619684338569641
901,UBERON:0001987 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K27me3,encode,single,False,0.9213661551475525
902,UBERON:0001987 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K36me3,encode,single,False,1.5290863513946533
903,UBERON:0001987 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K4me1,encode,single,False,1.3510398864746094
904,UBERON:0001987 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K4me3,encode,single,False,0.7686141729354858
905,UBERON:0001987 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K9me3,encode,single,False,1.201725721359253
906,UBERON:0002037 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,H3K4me3,encode,single,False,1.2195651531219482
907,UBERON:0002038 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K27ac,encode,single,False,0.9022706151008606
908,UBERON:0002038 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K36me3,encode,single,False,0.8933779001235962
909,UBERON:0002038 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K4me1,encode,single,False,1.0500805377960205
910,UBERON:0002038 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K4me3,encode,single,False,0.8325366973876953
911,UBERON:0002038 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K9ac,encode,single,False,1.0571855306625366
912,UBERON:0002046 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K27ac,encode,single,False,1.0849581956863403
913,UBERON:0002046 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K36me3,encode,single,False,0.8517771363258362
914,UBERON:0002046 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K4me1,encode,single,False,0.8095167279243469
915,UBERON:0002046 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K4me3,encode,single,False,1.038463830947876
916,UBERON:0002048 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K27ac,encode,single,False,1.4589347839355469
917,UBERON:0002048 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,H3K27me3,encode,single,False,0.9830350279808044
918,UBERON:0002048 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K36me3,encode,single,False,1.7142006158828735
919,UBERON:0002048 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K4me1,encode,single,False,2.136195182800293
920,UBERON:0002048 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K4me3,encode,single,False,1.4228606224060059
921,UBERON:0002048 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,H3K9ac,encode,single,False,1.1020851135253906
922,UBERON:0002048 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K9me3,encode,single,False,1.596697211265564
923,UBERON:0002078 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K27ac,encode,single,False,1.2285999059677124
924,UBERON:0002078 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K4me1,encode,single,False,1.5381871461868286
925,UBERON:0002078 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K4me3,encode,single,False,0.9993526339530945
926,UBERON:0002080 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K27ac,encode,single,False,0.742721438407898
927,UBERON:0002080 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K27me3,encode,single,False,0.8221991062164307
928,UBERON:0002080 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K36me3,encode,single,False,0.7794134616851807
929,UBERON:0002080 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K4me1,encode,single,False,0.7713398337364197
930,UBERON:0002080 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K4me3,encode,single,False,0.7453254461288452
931,UBERON:0002080 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K9me3,encode,single,False,0.8001134991645813
932,UBERON:0002084 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K27ac,encode,single,False,0.8882824778556824
933,UBERON:0002084 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K27me3,encode,single,False,0.7984142303466797
934,UBERON:0002084 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K36me3,encode,single,False,0.8181394338607788
935,UBERON:0002084 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K4me1,encode,single,False,0.8571037650108337
936,UBERON:0002084 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K4me3,encode,single,False,0.7315558195114136
937,UBERON:0002084 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K9me3,encode,single,False,0.890792191028595
938,UBERON:0002106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K27ac,encode,single,False,0.7800244092941284
939,UBERON:0002106 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K27me3,encode,single,False,0.8321865200996399
940,UBERON:0002106 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K36me3,encode,single,False,0.8215964436531067
941,UBERON:0002106 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K4me1,encode,single,False,0.8138890862464905
942,UBERON:0002106 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K4me3,encode,single,False,0.7977772951126099
943,UBERON:0002106 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K9me3,encode,single,False,0.8140273690223694
944,UBERON:0002107 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K27ac,encode,single,False,0.9069214463233948
945,UBERON:0002107 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K36me3,encode,single,False,0.8101385235786438
946,UBERON:0002107 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K4me1,encode,single,False,0.7480568885803223
947,UBERON:0002107 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K4me3,encode,single,False,0.7054669857025146
948,UBERON:0002107 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K9ac,encode,single,False,0.8565387725830078
949,UBERON:0002107 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,H3K9me3,encode,single,False,1.423638939857483
950,UBERON:0002108 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,H3K27ac,encode,single,False,1.5306456089019775
951,UBERON:0002108 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,embryonic,H3K27me3,encode,single,False,1.321641445159912
952,UBERON:0002108 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,H3K36me3,encode,single,False,1.1116917133331299
953,UBERON:0002108 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,embryonic,H3K4me1,encode,single,False,1.1648976802825928
954,UBERON:0002108 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,H3K4me3,encode,single,False,0.9390207529067993
955,UBERON:0002108 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,embryonic,H3K9me3,encode,single,False,1.295670986175537
956,UBERON:0002113 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,adult,H3K27ac,encode,single,False,0.9552195072174072
957,UBERON:0002113 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,adult,H3K36me3,encode,single,False,0.798854410648346
958,UBERON:0002113 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,adult,H3K4me1,encode,single,False,0.8005074858665466
959,UBERON:0002113 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,adult,H3K4me3,encode,single,False,0.7985708117485046
960,UBERON:0002113 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,adult,H3K9ac,encode,single,False,0.8986935615539551
961,UBERON:0002168 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K27ac,encode,single,False,0.8949621319770813
962,UBERON:0002168 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K27me3,encode,single,False,0.8752104640007019
963,UBERON:0002168 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K36me3,encode,single,False,0.8681212663650513
964,UBERON:0002168 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K4me1,encode,single,False,0.9048176407814026
965,UBERON:0002168 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K4me3,encode,single,False,0.9501997828483582
966,UBERON:0002168 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002168,left lung,tissue,adult,H3K9me3,encode,single,False,1.1099082231521606
967,UBERON:0002170 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,H3K27ac,encode,single,False,0.8909234404563904
968,UBERON:0002170 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,H3K36me3,encode,single,False,0.8416327834129333
969,UBERON:0002170 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,H3K4me1,encode,single,False,0.8523540496826172
970,UBERON:0002170 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,H3K4me3,encode,single,False,0.9516236186027527
971,UBERON:0002171 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,H3K27ac,encode,single,False,0.9444779753684998
972,UBERON:0002171 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,H3K27me3,encode,single,False,0.9000256061553955
973,UBERON:0002171 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,H3K36me3,encode,single,False,0.8784345984458923
974,UBERON:0002171 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,H3K4me1,encode,single,False,0.8521840572357178
975,UBERON:0002171 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,H3K4me3,encode,single,False,0.9574486017227173
976,UBERON:0002240 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002240,spinal cord,tissue,embryonic,H3K27ac,encode,single,False,1.5454556941986084
977,UBERON:0002240 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002240,spinal cord,tissue,embryonic,H3K27me3,encode,single,False,1.2282136678695679
978,UBERON:0002240 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002240,spinal cord,tissue,embryonic,H3K36me3,encode,single,False,1.335628867149353
979,UBERON:0002240 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002240,spinal cord,tissue,embryonic,H3K4me1,encode,single,False,2.040064573287964
980,UBERON:0002240 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002240,spinal cord,tissue,embryonic,H3K4me3,encode,single,False,1.6200331449508667
981,UBERON:0002305 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,H3K27ac,encode,single,False,0.9011349081993103
982,UBERON:0002305 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,H3K36me3,encode,single,False,0.7941612601280212
983,UBERON:0002305 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,H3K4me1,encode,single,False,0.8219332695007324
984,UBERON:0002305 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,H3K4me3,encode,single,False,0.7843244075775146
985,UBERON:0002305 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,H3K9ac,encode,single,False,1.1184202432632446
986,UBERON:0002367 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002367,prostate gland,tissue,adult,H3K27ac,encode,single,False,0.8253678679466248
987,UBERON:0002367 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002367,prostate gland,tissue,adult,H3K36me3,encode,single,False,0.8486926555633545
988,UBERON:0002367 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002367,prostate gland,tissue,adult,H3K4me3,encode,single,False,0.827519953250885
989,UBERON:0002369 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,adult,H3K27ac,encode,single,False,0.7852216958999634
990,UBERON:0002369 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,embryonic,H3K27me3,encode,single,False,1.6154215335845947
991,UBERON:0002369 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,adult,H3K36me3,encode,single,False,0.8357100486755371
992,UBERON:0002369 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,adult,H3K4me1,encode,single,False,0.8265619277954102
993,UBERON:0002369 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,adult,H3K4me3,encode,single,False,0.9138931035995483
994,UBERON:0002369 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002369,adrenal gland,tissue,embryonic,H3K9me3,encode,single,False,1.4173235893249512
995,UBERON:0002370 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K27ac,encode,single,False,0.9632824063301086
996,UBERON:0002370 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K27me3,encode,single,False,0.9465627074241638
997,UBERON:0002370 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K36me3,encode,single,False,1.3685346841812134
998,UBERON:0002370 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K4me1,encode,single,False,1.824151873588562
999,UBERON:0002370 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K4me3,encode,single,False,1.1562947034835815
1000,UBERON:0002370 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,embryonic,H3K9me3,encode,single,False,1.4777132272720337
1001,UBERON:0002686 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002686,angular gyrus,tissue,adult,H3K27ac,encode,single,False,0.9001856446266174
1002,UBERON:0002686 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002686,angular gyrus,tissue,adult,H3K36me3,encode,single,False,0.8129374980926514
1003,UBERON:0002686 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002686,angular gyrus,tissue,adult,H3K4me1,encode,single,False,0.8170185089111328
1004,UBERON:0002686 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002686,angular gyrus,tissue,adult,H3K4me3,encode,single,False,0.8224157094955444
1005,UBERON:0002686 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002686,angular gyrus,tissue,adult,H3K9ac,encode,single,False,1.0026452541351318
1006,UBERON:0002967 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002967,cingulate gyrus,tissue,adult,H3K27ac,encode,single,False,0.8721300959587097
1007,UBERON:0002967 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002967,cingulate gyrus,tissue,adult,H3K36me3,encode,single,False,0.8179123401641846
1008,UBERON:0002967 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002967,cingulate gyrus,tissue,adult,H3K4me1,encode,single,False,0.8339878916740417
1009,UBERON:0002967 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002967,cingulate gyrus,tissue,adult,H3K4me3,encode,single,False,0.8354508876800537
1010,UBERON:0002967 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002967,cingulate gyrus,tissue,adult,H3K9ac,encode,single,False,1.1167891025543213
1011,UBERON:0003124 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0003124,chorion,tissue,embryonic,H3K27ac,encode,single,False,1.1212384700775146
1012,UBERON:0003124 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0003124,chorion,tissue,embryonic,H3K36me3,encode,single,False,1.0928360223770142
1013,UBERON:0003124 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0003124,chorion,tissue,embryonic,H3K4me1,encode,single,False,1.134663701057434
1014,UBERON:0003124 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0003124,chorion,tissue,embryonic,H3K4me3,encode,single,False,1.0205134153366089
1015,UBERON:0003346 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,H3K27ac,encode,single,False,1.2068597078323364
1016,UBERON:0003346 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,H3K36me3,encode,single,False,0.8918594121932983
1017,UBERON:0003346 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,H3K4me1,encode,single,False,0.9211472272872925
1018,UBERON:0003346 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,H3K4me3,encode,single,False,0.9614381790161133
1019,UBERON:0003346 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0003346,mucosa of rectum,tissue,adult,H3K9ac,encode,single,False,0.8959307074546814
1020,UBERON:0004222 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K27ac,encode,single,False,1.061765193939209
1021,UBERON:0004222 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K27me3,encode,single,False,0.8521047234535217
1022,UBERON:0004222 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K36me3,encode,single,False,0.826144814491272
1023,UBERON:0004222 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K4me1,encode,single,False,1.913686752319336
1024,UBERON:0004222 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K4me3,encode,single,False,0.9053452610969543
1025,UBERON:0004222 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0004222,stomach smooth muscle,tissue,adult,H3K9ac,encode,single,False,0.7713716626167297
